epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
97,95748.2,1.1203,1.24967,1.23788,0.68926,0.51973,0.58594,0.42903,1.02108,1.13291,1.16546,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
98,96716,1.11031,1.25043,1.23764,0.69204,0.51928,0.58689,0.42959,1.0205,1.13181,1.16483,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
99,97684.2,1.11261,1.24477,1.23745,0.68841,0.5212,0.58755,0.43017,1.02,1.12989,1.16446,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
100,98652.3,1.11244,1.23732,1.2341,0.68647,0.52455,0.58851,0.43062,1.01941,1.12772,1.16383,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
101,99621.3,1.11391,1.24189,1.2354,0.6859,0.52552,0.5891,0.43117,1.01904,1.12621,1.16327,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
102,100591,1.1099,1.23773,1.23351,0.68687,0.52515,0.58969,0.43163,1.01844,1.12392,1.16266,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002
103,101558,1.10815,1.23744,1.23227,0.6865,0.52604,0.59036,0.43225,1.01764,1.12213,1.16197,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
104,102527,1.10892,1.24046,1.23361,0.68619,0.52756,0.59117,0.43293,1.01724,1.11977,1.16156,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606
105,103495,1.11172,1.23969,1.23496,0.68469,0.5283,0.59162,0.43346,1.01662,1.11834,1.16082,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408
106,104464,1.10831,1.23388,1.23412,0.6844,0.52921,0.59205,0.43403,1.0162,1.11637,1.16029,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
107,105431,1.10728,1.2362,1.23373,0.68423,0.52987,0.59269,0.4344,1.01551,1.11493,1.15946,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
108,106399,1.10894,1.23507,1.23228,0.68493,0.52995,0.59354,0.43546,1.01474,1.11286,1.15891,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814
109,107367,1.10925,1.23145,1.23274,0.68603,0.53143,0.59419,0.43562,1.01428,1.11129,1.15858,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
110,108332,1.10582,1.22956,1.23107,0.6866,0.53106,0.59451,0.43638,1.01361,1.10935,1.15793,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418
111,109301,1.10412,1.22762,1.2304,0.68633,0.53294,0.59531,0.43723,1.01292,1.10697,1.15712,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
112,110269,1.10411,1.22679,1.23123,0.6881,0.53271,0.59611,0.438,1.01208,1.10519,1.15646,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022
113,111237,1.10531,1.22932,1.23107,0.68689,0.53448,0.59698,0.43826,1.01153,1.10344,1.15591,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824
114,112205,1.10548,1.2297,1.23151,0.68865,0.53472,0.59742,0.43886,1.01074,1.10116,1.1553,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626
115,113174,1.10918,1.23326,1.2322,0.68898,0.53586,0.59835,0.43978,1.01007,1.09856,1.15481,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428
116,114140,1.10567,1.22528,1.23114,0.68974,0.5358,0.59916,0.4404,1.00949,1.09628,1.15438,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
117,115106,1.10253,1.22318,1.22725,0.69225,0.53534,0.59957,0.44056,1.00896,1.09388,1.15379,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
