epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
106,28995.7,1.06759,1.18466,1.21551,0.7062,0.54009,0.60928,0.44934,0.99002,1.08843,1.15362,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
107,29266.4,1.06724,1.18344,1.21622,0.7038,0.54228,0.61,0.44997,0.98956,1.08604,1.1532,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
108,29537.6,1.068,1.18321,1.21284,0.7055,0.54276,0.61084,0.45052,0.98914,1.08424,1.15285,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814
109,29808.7,1.06931,1.17996,1.21357,0.70552,0.54449,0.61137,0.45097,0.98873,1.08186,1.15248,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
110,30078.4,1.06863,1.17964,1.21385,0.70646,0.5447,0.61192,0.45148,0.98846,1.07945,1.15196,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418
111,30346.6,1.06463,1.17778,1.21151,0.70885,0.54384,0.61259,0.45195,0.9881,1.07734,1.15148,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
112,30614.3,1.06561,1.17908,1.21104,0.70905,0.54495,0.613,0.45255,0.98778,1.07552,1.15103,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022
113,30883.9,1.06567,1.17903,1.21085,0.70937,0.54592,0.6138,0.45304,0.98742,1.07331,1.1504,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824
114,31153.7,1.06621,1.17986,1.2133,0.7103,0.54602,0.6143,0.45343,0.98729,1.0707,1.15011,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626
115,31423.7,1.06983,1.18507,1.21283,0.70979,0.54763,0.61496,0.45399,0.98698,1.06857,1.14967,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428
116,31693.6,1.06649,1.17457,1.21416,0.71191,0.54654,0.6156,0.45451,0.98648,1.0663,1.14909,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
117,31964.5,1.06277,1.17229,1.20891,0.71186,0.54806,0.61589,0.45472,0.98644,1.06456,1.14866,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
118,32235.3,1.06329,1.17486,1.21137,0.71074,0.54936,0.61658,0.45506,0.98608,1.06232,1.14822,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834
119,32506.1,1.06653,1.17559,1.2118,0.71008,0.55097,0.61712,0.4554,0.98597,1.06075,1.14793,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
120,32777.1,1.06192,1.16749,1.20718,0.70813,0.55224,0.61778,0.45602,0.98581,1.05854,1.14758,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438
121,33047.4,1.05877,1.1638,1.20711,0.70864,0.55181,0.61842,0.45663,0.9854,1.05548,1.14709,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
